DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2021-07-27	33479212	Yao X	2021-01-21	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/33479212	Integrative analysis of genome-wide association studies identifies novel loci associated with neuropsychiatric disorders.	Autism spectrum disorder (MTAG)	at least 18,381 European ancestry cases, at least 27,969 European ancestry controls	NA	5q21.2	5	104659667	NR	LINC02163 - RNU6-334P	ENSG00000251026	ENSG00000252881		253546	120621	rs325485-A	rs325485	0	325485	intron_variant	1	0.3738	4E-13	12.397940008672037		0.09012499	[0.066-0.115] unit increase	NR [NR]	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST012092	Genome-wide genotyping array
2021-07-27	33479212	Yao X	2021-01-21	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/33479212	Integrative analysis of genome-wide association studies identifies novel loci associated with neuropsychiatric disorders.	Autism spectrum disorder (MTAG)	at least 18,381 European ancestry cases, at least 27,969 European ancestry controls	NA	6p22.1	6	27742386	NR	GPR89P - RSL24D1P1	ENSG00000216915	ENSG00000218069		3892	38233	rs17693963-A	rs17693963	0	17693963	intergenic_variant	1	0.9135	5E-9	8.301029995663981		0.11696423	[0.078-0.156] unit increase	NR [NR]	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST012092	Genome-wide genotyping array
2021-07-27	33479212	Yao X	2021-01-21	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/33479212	Integrative analysis of genome-wide association studies identifies novel loci associated with neuropsychiatric disorders.	Autism spectrum disorder (MTAG)	at least 18,381 European ancestry cases, at least 27,969 European ancestry controls	NA	10q25.1	10	104851081	NR	SORCS3			ENSG00000156395			rs1021363-A	rs1021363	0	1021363	intron_variant	0	0.337999999999999	1E-8	8.0		0.07219548	[0.048-0.097] unit increase	NR [NR]	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST012092	Genome-wide genotyping array
2021-07-27	33479212	Yao X	2021-01-21	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/33479212	Integrative analysis of genome-wide association studies identifies novel loci associated with neuropsychiatric disorders.	Autism spectrum disorder (MTAG)	at least 18,381 European ancestry cases, at least 27,969 European ancestry controls	NA	13q21.32	13	66396080	NR	PCDH9			ENSG00000184226			rs77691144-T	rs77691144	0	77691144	intron_variant	0	0.9682	2E-8	7.698970004336019		0.20954372	[0.14-0.28] unit decrease	NR [NR]	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST012092	Genome-wide genotyping array
2021-07-27	33479212	Yao X	2021-01-21	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/33479212	Integrative analysis of genome-wide association studies identifies novel loci associated with neuropsychiatric disorders.	Autism spectrum disorder (MTAG)	at least 18,381 European ancestry cases, at least 27,969 European ancestry controls	NA	14q32.33	14	103551768	NR	RNU7-160P - BAG5	ENSG00000252469	ENSG00000166170		1362	4777	rs10141157-T	rs10141157	0	10141157	regulatory_region_variant	1	0.4811	1E-9	9.0		0.074350074	[0.05-0.098] unit decrease	NR [NR]	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST012092	Genome-wide genotyping array
2021-07-27	33479212	Yao X	2021-01-21	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/33479212	Integrative analysis of genome-wide association studies identifies novel loci associated with neuropsychiatric disorders.	Autism spectrum disorder (MTAG)	at least 18,381 European ancestry cases, at least 27,969 European ancestry controls	NA	16p13.12	16	13656362	NR							rs7403809-T	rs7403809	0	7403809	intergenic_variant	1	0.2604	6E-9	8.221848749616356		0.08302893	[0.055-0.111] unit increase	NR [NR]	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST012092	Genome-wide genotyping array
2021-07-27	33479212	Yao X	2021-01-21	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/33479212	Integrative analysis of genome-wide association studies identifies novel loci associated with neuropsychiatric disorders.	Autism spectrum disorder (MTAG)	at least 18,381 European ancestry cases, at least 27,969 European ancestry controls	NA	20p11.23	20	21252560	NR	KIZ - ZNF877P	ENSG00000088970	ENSG00000226875		5938	13294	rs1000177-T	rs1000177	0	1000177	intergenic_variant	1	0.2227	2E-9	8.698970004336019		0.08559434	[0.058-0.114] unit increase	NR [NR]	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST012092	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Autism spectrum disorder vs Tourette's syndrome and other tic disorders (ordinary least squares (OLS))	18,381 autism spectrum disorder cases, 4,819 Tourette's syndrome cases	NA	6q16.1	6	98102413		MIR2113 - EIF4EBP2P3	ENSG00000238367	ENSG00000220505		77792	77086	rs1906252-?	rs1906252	0	1906252	intron_variant	1	NR	2E-11	10.698970004336019		0.0213	NR unit decrease	NR [6126055] (imputed)	N	Tourette syndrome, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004895, http://www.ebi.ac.uk/efo/EFO_0003756	GCST90016603	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	ADHD vs autism spectrum disorder (ordinary least squares (OLS))	19,099 ADHD cases, 18,381 autism spectrum disorder cases	NA	1p34.2	1	43668406		KDM4A			ENSG00000066135			rs3791033-?	rs3791033	0	3791033	intron_variant	0	NR	4E-9	8.397940008672037		0.0151	NR unit decrease	NR [5798030] (imputed)	N	attention deficit hyperactivity disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756	GCST90016596	Genome-wide genotyping array
2015-06-18	25534755	Chaste P	2014-09-30	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25534755	A genome-wide association study of autism using the Simons Simplex Collection: Does reducing phenotypic heterogeneity in autism increase genetic homogeneity?	Autism spectrum disorder-related traits	1633 European ancestry trios, 942 trios	NA	13q33.3	13	109501681	intergenic							rs4773054-?	rs4773054	0	4773054	intron_variant	1	NR	5E-8	7.301029995663981	(ASD paternal model)	2.66	[1.83-3.86]	Illumina [up to 2017939]	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST002639	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Bipolar disorder vs autism spectrum disorder (ordinary least squares (OLS))	20,352 bipolar disorder cases, 18,381 autism spectrum disorder cases	NA	3p22.2	3	36814539		HSPD1P6 - LINC02033	ENSG00000230067	ENSG00000279727		30372	4737	rs9834970-?	rs9834970	0	9834970	regulatory_region_variant	1	NR	2E-11	10.698970004336019		0.0217	NR unit increase	NR [6135876] (imputed)	N	autism spectrum disorder, bipolar disorder	http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0000289	GCST90016606	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Bipolar disorder vs autism spectrum disorder (ordinary least squares (OLS))	20,352 bipolar disorder cases, 18,381 autism spectrum disorder cases	NA	4q32.2	4	161372886		NA - FSTL5		ENSG00000168843			11011	rs11724116-?	rs11724116	0	11724116	intergenic_variant	1	NR	3E-8	7.522878745280337		0.0179	NR unit decrease	NR [6135876] (imputed)	N	autism spectrum disorder, bipolar disorder	http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0000289	GCST90016606	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Bipolar disorder vs autism spectrum disorder (ordinary least squares (OLS))	20,352 bipolar disorder cases, 18,381 autism spectrum disorder cases	NA	12p13.33	12	2277933		CACNA1C, CACNA1C, CACNA1C-IT3, CACNA1C-IT3			ENSG00000151067, ENSG00000285479, ENSG00000256721, ENSG00000284775			rs10744560-?	rs10744560	0	10744560	intron_variant	0	NR	5E-9	8.301029995663981		0.019	NR unit increase	NR [6135876] (imputed)	N	autism spectrum disorder, bipolar disorder	http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0000289	GCST90016606	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Major depressive disorder vs autism spectrum disorder (ordinary least squares (OLS))	170,756 MDD cases, 18,381 autism spectrum disorder cases	NA	5q14.3	5	88558577		LINC00461			ENSG00000245526			rs4916723-?	rs4916723	0	4916723	intron_variant	0	NR	5E-8	7.301029995663981		0.0108	NR unit decrease	NR [6057537] (imputed)	N	unipolar depression, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0003756	GCST90016614	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Major depressive disorder vs autism spectrum disorder (ordinary least squares (OLS))	170,756 MDD cases, 18,381 autism spectrum disorder cases	NA	14q32.13	14	94371805		SERPINA2 - SERPINA1	ENSG00000274821	ENSG00000277377		5107	4942	rs112635299-?	rs112635299	0	112635299	intron_variant	1	NR	2E-8	7.698970004336019		0.011	NR unit decrease	NR [6057537] (imputed)	N	unipolar depression, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0003756	GCST90016614	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Major depressive disorder vs autism spectrum disorder (ordinary least squares (OLS))	170,756 MDD cases, 18,381 autism spectrum disorder cases	NA	20p11.23	20	21267478		ZNF877P - XRN2	ENSG00000226875	ENSG00000088930		1013	35853	rs910805-?	rs910805	0	910805	intergenic_variant	1	NR	5E-8	7.301029995663981		0.0108	NR unit increase	NR [6057537] (imputed)	N	unipolar depression, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0003756	GCST90016614	Genome-wide genotyping array
2017-07-21	28533516	Cantor RM	2017-05-23	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/28533516	ASD restricted and repetitive behaviors associated at 17q21.33: genes prioritized by expression in fetal brains.	Restricted and repetitive behaviours in autism spectrum disorder	4,664 European ancestry children from 2,145 families	NA	17q21.33	17	49405591	PHB	PHB			ENSG00000167085			rs2898883-?	rs2898883	0	2898883	intron_variant	0	NR	2E-8	7.698970004336019	(Repetitive use of objects)			Illumina [at least 3972813] (imputed)	N	behavior or behavioral disorder measurement	http://www.ebi.ac.uk/efo/EFO_0004782	GCST004377	Genome-wide genotyping array
2019-04-10	30804558	Grove J	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804558	Identification of common genetic risk variants for autism spectrum disorder.	Autism spectrum disorder	18,381 European ancestry cases, 27,969 European ancestry controls	2,119 European ancestry cases, 142,379 European ancestry controls	8p23.1	8	10719265	C8orf74, SOX7, PINX1	RP1L1 - SOX7	ENSG00000183638	ENSG00000285438		7078	4503	rs10099100-C	rs10099100	0	10099100	intergenic_variant	1	0.331	1E-8	8.0		1.08	[NR]	Illumina [9112387] (imputed)	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST007556	Genome-wide genotyping array
2019-04-10	30804558	Grove J	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804558	Identification of common genetic risk variants for autism spectrum disorder.	Autism spectrum disorder	18,381 European ancestry cases, 27,969 European ancestry controls	2,119 European ancestry cases, 142,379 European ancestry controls	20p12.1	20	14855598	MACROD2	MACROD2			ENSG00000172264			rs71190156-G	rs71190156	0	71190156	intron_variant	0	0.519	4E-8	7.3979400086720375		1.0741138	[NR]	Illumina [9112387] (imputed)	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST007556	Genome-wide genotyping array
2019-04-10	30804558	Grove J	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804558	Identification of common genetic risk variants for autism spectrum disorder.	Autism and major depressive disorder (MTAG)	18,381 European ancestry autism cases, 27,969 European ancestry controls, 111,902 major depression cases, 312,113 controls	NA	5q21.2	5	104676602								rs325506-C	rs325506	0	325506	intron_variant	1	0.423	3E-11	10.522878745280337		0.057	[0.039-0.075] unit increase	Illumina [NR] (imputed)	N	unipolar depression, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0003756	GCST007553	Genome-wide genotyping array
2019-04-10	30804558	Grove J	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804558	Identification of common genetic risk variants for autism spectrum disorder.	Autism and major depressive disorder (MTAG)	18,381 European ancestry autism cases, 27,969 European ancestry controls, 111,902 major depression cases, 312,113 controls	NA	14q32.33	14	103551616		RNU7-160P - BAG5	ENSG00000252469	ENSG00000166170		1210	4929	rs10149470-A	rs10149470	0	10149470	regulatory_region_variant	1	0.487	9E-9	8.045757490560675		0.049	[0.033-0.065] unit increase	Illumina [NR] (imputed)	N	unipolar depression, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0003756	GCST007553	Genome-wide genotyping array
2019-04-10	30804558	Grove J	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804558	Identification of common genetic risk variants for autism spectrum disorder.	Autism and major depressive disorder (MTAG)	18,381 European ancestry autism cases, 27,969 European ancestry controls, 111,902 major depression cases, 312,113 controls	NA	1p31.1	1	72263459		NEGR1			ENSG00000172260			rs1620977-A	rs1620977	0	1620977	intron_variant	0	0.26	7E-9	8.154901959985743		0.056	[0.036-0.076] unit increase	Illumina [NR] (imputed)	N	unipolar depression, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0003756	GCST007553	Genome-wide genotyping array
2019-04-10	30804558	Grove J	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804558	Identification of common genetic risk variants for autism spectrum disorder.	Autism and major depressive disorder (MTAG)	18,381 European ancestry autism cases, 27,969 European ancestry controls, 111,902 major depression cases, 312,113 controls	NA	4p13	4	42121711		BEND4			ENSG00000188848			rs16854048-A	rs16854048	0	16854048	intron_variant	0	0.858	1E-8	8.0		0.069	[0.045-0.093] unit increase	Illumina [NR] (imputed)	N	unipolar depression, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0003756	GCST007553	Genome-wide genotyping array
2019-04-10	30804558	Grove J	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804558	Identification of common genetic risk variants for autism spectrum disorder.	Autism spectrum disorder	18,381 European ancestry cases, 27,969 European ancestry controls	2,119 European ancestry cases, 142,379 European ancestry controls	1p21.3	1	96096246	LOC102723661, PTBP2	LINC02790 - NA	ENSG00000237435			73356		rs201910565-AT	rs201910565	1	34213746	regulatory_region_variant	1	0.311	4E-8	7.3979400086720375		1.0787487	[NR]	Illumina [9112387] (imputed)	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST007556	Genome-wide genotyping array
2019-04-10	30804558	Grove J	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804558	Identification of common genetic risk variants for autism spectrum disorder.	Autism spectrum disorder	18,381 European ancestry cases, 27,969 European ancestry controls	2,119 European ancestry cases, 142,379 European ancestry controls	7q22.3	7	105103772	KMT2E, SRPK2	KMT2E			ENSG00000005483			rs111931861-G	rs111931861	0	111931861	non_coding_transcript_exon_variant	0	0.034	3E-8	7.522878745280337		1.242236	[NR]	Illumina [9112387] (imputed)	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST007556	Genome-wide genotyping array
2019-04-10	30804558	Grove J	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804558	Identification of common genetic risk variants for autism spectrum disorder.	Autism and major depressive disorder (MTAG)	18,381 European ancestry autism cases, 27,969 European ancestry controls, 111,902 major depression cases, 312,113 controls	NA	13q14.3	13	53051646		OLFM4			ENSG00000102837			rs12552-A	rs12552	0	12552	3_prime_UTR_variant	0	0.424	4E-8	7.3979400086720375		0.047	[0.029-0.065] unit increase	Illumina [NR] (imputed)	N	unipolar depression, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0003756	GCST007553	Genome-wide genotyping array
2019-04-10	30804558	Grove J	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804558	Identification of common genetic risk variants for autism spectrum disorder.	Autism and major depressive disorder (MTAG)	18,381 European ancestry autism cases, 27,969 European ancestry controls, 111,902 major depression cases, 312,113 controls	NA	11p13	11	31828558		PAUPAR			ENSG00000281880			rs1806153-T	rs1806153	0	1806153	non_coding_transcript_exon_variant	0	0.213	4E-8	7.3979400086720375		0.057	[0.037-0.077] unit increase	Illumina [NR] (imputed)	N	unipolar depression, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0003756	GCST007553	Genome-wide genotyping array
2019-04-10	30804558	Grove J	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804558	Identification of common genetic risk variants for autism spectrum disorder.	Autism and educational attainment (MTAG)	18,381 European ancestry autism cases, 27,969 European ancestry controls, 328,917 individuals with educational attainment data	NA	6q16.1	6	98143746		HLA-DRB5 - EIF4EBP2P3	ENSG00000198502	ENSG00000220505		65613459	35753	rs2388334-A	rs2388334	0	2388334	intron_variant	1	0.517	3E-12	11.522878745280337		0.065	[0.047-0.083] unit decrease	Illumina [NR] (imputed)	N	autism spectrum disorder, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004784	GCST007554	Genome-wide genotyping array
2019-04-10	30804558	Grove J	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804558	Identification of common genetic risk variants for autism spectrum disorder.	Autism and educational attainment (MTAG)	18,381 European ancestry autism cases, 27,969 European ancestry controls, 328,917 individuals with educational attainment data	NA	3p14.2	3	62495388		CADPS			ENSG00000163618			rs1452075-T	rs1452075	0	1452075	intron_variant	0	0.721	3E-9	8.522878745280337		0.061	[0.041-0.081] unit increase	Illumina [NR] (imputed)	N	autism spectrum disorder, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004784	GCST007554	Genome-wide genotyping array
2019-04-10	30804558	Grove J	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804558	Identification of common genetic risk variants for autism spectrum disorder.	Autism and educational attainment (MTAG)	18,381 European ancestry autism cases, 27,969 European ancestry controls, 328,917 individuals with educational attainment data	NA	8q24.3	8	141605122		MROH5 - NA	ENSG00000226807			97892		rs11787216-T	rs11787216	0	11787216	intron_variant	1	0.364	2E-9	8.698970004336019		0.058	[0.038-0.078] unit decrease	Illumina [NR] (imputed)	N	autism spectrum disorder, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004784	GCST007554	Genome-wide genotyping array
2021-07-27	33479212	Yao X	2021-01-21	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/33479212	Integrative analysis of genome-wide association studies identifies novel loci associated with neuropsychiatric disorders.	Neuropsychiatric disorders	19,099 European ancestry attention deficit hyperactivity disorder cases, 18,381 European ancestry autism spectrum disorder cases, 20,352 European ancestry bipolar disorder cases, 170,756 European ancestry major depressive disorder cases, 33,640 European ancestry schizophrenia cases, 466,420 European ancestry controls	NA	5q21.2	5	104736717	NR	NA - RNU6-334P		ENSG00000252881			43571	rs35841922-T	rs35841922	0	35841922	intron_variant	1	NR	4E-8	7.3979400086720375		5.475	NR z score decrease	NR [NR]	N	attention deficit hyperactivity disorder, autism spectrum disorder, schizophrenia, bipolar disorder, major depressive disorder	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090, http://www.ebi.ac.uk/efo/EFO_0000289, http://purl.obolibrary.org/obo/MONDO_0002009	GCST012088	Genome-wide genotyping array
2021-07-27	33479212	Yao X	2021-01-21	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/33479212	Integrative analysis of genome-wide association studies identifies novel loci associated with neuropsychiatric disorders.	Neuropsychiatric disorders	19,099 European ancestry attention deficit hyperactivity disorder cases, 18,381 European ancestry autism spectrum disorder cases, 20,352 European ancestry bipolar disorder cases, 170,756 European ancestry major depressive disorder cases, 33,640 European ancestry schizophrenia cases, 466,420 European ancestry controls	NA	6p22.1	6	28387058	NR	ZSCAN12			ENSG00000158691			rs67981811-C	rs67981811	0	67981811	3_prime_UTR_variant	0	NR	5E-19	18.30102999566398		8.907	NR z score increase	NR [NR]	N	attention deficit hyperactivity disorder, autism spectrum disorder, schizophrenia, bipolar disorder, major depressive disorder	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090, http://www.ebi.ac.uk/efo/EFO_0000289, http://purl.obolibrary.org/obo/MONDO_0002009	GCST012088	Genome-wide genotyping array
2021-07-27	33479212	Yao X	2021-01-21	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/33479212	Integrative analysis of genome-wide association studies identifies novel loci associated with neuropsychiatric disorders.	Neuropsychiatric disorders	19,099 European ancestry attention deficit hyperactivity disorder cases, 18,381 European ancestry autism spectrum disorder cases, 20,352 European ancestry bipolar disorder cases, 170,756 European ancestry major depressive disorder cases, 33,640 European ancestry schizophrenia cases, 466,420 European ancestry controls	NA	7q21.11	7	82818784	NR	PCLO			ENSG00000186472			rs2522831-T	rs2522831	0	2522831	intron_variant	0	NR	1E-9	9.0		6.054	NR z score decrease	NR [NR]	N	attention deficit hyperactivity disorder, autism spectrum disorder, schizophrenia, bipolar disorder, major depressive disorder	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090, http://www.ebi.ac.uk/efo/EFO_0000289, http://purl.obolibrary.org/obo/MONDO_0002009	GCST012088	Genome-wide genotyping array
2021-07-27	33479212	Yao X	2021-01-21	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/33479212	Integrative analysis of genome-wide association studies identifies novel loci associated with neuropsychiatric disorders.	Neuropsychiatric disorders	19,099 European ancestry attention deficit hyperactivity disorder cases, 18,381 European ancestry autism spectrum disorder cases, 20,352 European ancestry bipolar disorder cases, 170,756 European ancestry major depressive disorder cases, 33,640 European ancestry schizophrenia cases, 466,420 European ancestry controls	NA	10q24.32	10	103004514	NR	CNNM2			ENSG00000148842			rs11191499-T	rs11191499	0	11191499	intron_variant	0	NR	1E-9	9.0		6.074	NR z score increase	NR [NR]	N	attention deficit hyperactivity disorder, autism spectrum disorder, schizophrenia, bipolar disorder, major depressive disorder	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090, http://www.ebi.ac.uk/efo/EFO_0000289, http://purl.obolibrary.org/obo/MONDO_0002009	GCST012088	Genome-wide genotyping array
2021-07-27	33479212	Yao X	2021-01-21	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/33479212	Integrative analysis of genome-wide association studies identifies novel loci associated with neuropsychiatric disorders.	Neuropsychiatric disorders	19,099 European ancestry attention deficit hyperactivity disorder cases, 18,381 European ancestry autism spectrum disorder cases, 20,352 European ancestry bipolar disorder cases, 170,756 European ancestry major depressive disorder cases, 33,640 European ancestry schizophrenia cases, 466,420 European ancestry controls	NA	10q25.1	10	104694914	NR	SORCS3			ENSG00000156395			rs11599236-T	rs11599236	0	11599236	intron_variant	0	NR	6E-10	9.221848749616356		6.185	NR z score increase	NR [NR]	N	attention deficit hyperactivity disorder, autism spectrum disorder, schizophrenia, bipolar disorder, major depressive disorder	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090, http://www.ebi.ac.uk/efo/EFO_0000289, http://purl.obolibrary.org/obo/MONDO_0002009	GCST012088	Genome-wide genotyping array
2021-07-27	33479212	Yao X	2021-01-21	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/33479212	Integrative analysis of genome-wide association studies identifies novel loci associated with neuropsychiatric disorders.	Neuropsychiatric disorders	19,099 European ancestry attention deficit hyperactivity disorder cases, 18,381 European ancestry autism spectrum disorder cases, 20,352 European ancestry bipolar disorder cases, 170,756 European ancestry major depressive disorder cases, 33,640 European ancestry schizophrenia cases, 466,420 European ancestry controls	NA	10q25.1	10	104799529	NR	SORCS3			ENSG00000156395			rs11599313-T	rs11599313	0	11599313	intron_variant	0	NR	4E-9	8.397940008672037		5.895	NR z score decrease	NR [NR]	N	attention deficit hyperactivity disorder, autism spectrum disorder, schizophrenia, bipolar disorder, major depressive disorder	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090, http://www.ebi.ac.uk/efo/EFO_0000289, http://purl.obolibrary.org/obo/MONDO_0002009	GCST012088	Genome-wide genotyping array
